,InvaCost_ID,Cost_ID,Repository,Reference_ID,Reference_title,Authors,Abstract,Publication_year,Language,Type_of_material,Previous_materials,Availability,Kingdom,Phylum,Class,Order,Family,Genus,Species,Subspecies,Common_name,Environment,Environment_IAS,HabitatVerbatim,Habitat,urbanArea,protectedArea,Island,Geographic_region,Official_country,State|Province|Administrative_area,Location,Spatial_scale,Period_of_estimation,Time_range,Probable_starting_year,Probable_ending_year,Probable_starting_year_adjusted,Probable_ending_year_adjusted,Occurrence,Raw_cost_estimate_original_currency,Min_Raw_cost_estimate_original_currency,Max_Raw_cost_estimate_original_currency,Raw_cost_estimate_2017_USD_exchange_rate,Raw_cost_estimate_2017_USD_PPP,Cost_estimate_per_year_original_currency,Cost_estimate_per_year_2017_USD_exchange_rate,Cost_estimate_per_year_2017_USD_PPP,Currency,Applicable_year,Type_of_applicable_year,Implementation,Acquisition_method,Impacted_sector,Type_of_cost,Type_of_cost_merged,Management_type,Method_reliability,Method_reliability_refined,Method_reliability_Explanation,Method_reliability_Expert_Name,Overlap,Benefit_value(s),Details,Initial contributors_names,Double-checking
11786,IC_4.0_2167,SC4145,TC,Sutherst2000,"The vulnerability of Australian horticulture to the Queensland fruit fly, Bactrocera (Dacus) tryoni, under climate change",Robert W. Sutherst Ben S. Collyer and Tania Yonow,,2000,English,Peer-reviewed article,,Yes,Animalia,Arthropoda,Insecta,Diptera,Tephritidae,Bactrocera,Bactrocera tryoni,,Queensland fruit fly,Terrestrial,,,,other,,Y,Oceania,Australia,Victoria,Victoria,Site,1993,Year,1993,1993,1993.0,1993.0,Potentially ongoing,2180000.0,,,2515412.15169642,2817703.68679221,2180000.0,2515412.15169642,2817703.68679221,AUD,1993,Effective,Observed,Report/Estimation,Agriculture,Control/Monitoring,Management,Post-invasion_management,High,,,,,no,Table 2. State expenditures (10^3 x $AU) on Queensland fruit fly,Andrew Hoskins/Liliana Ballesteros-Mejia,Yes
11787,IC_4.0_2168,SC4146,TC,Sutherst2000,"The vulnerability of Australian horticulture to the Queensland fruit fly, Bactrocera (Dacus) tryoni, under climate change",Robert W. Sutherst Ben S. Collyer and Tania Yonow,,2000,English,Peer-reviewed article,,Yes,Animalia,Arthropoda,Insecta,Diptera,Tephritidae,Bactrocera,Bactrocera tryoni,,Queensland fruit fly,Terrestrial,,,,other,,Y,Oceania,Australia,South Australia,South Australia,Site,1993,Year,1993,1993,1993.0,1993.0,Potentially ongoing,3013000.0,,,3476576.5197529,3894376.7010573,3013000.0,3476576.5197529,3894376.7010573,AUD,1993,Effective,Observed,Report/Estimation,Agriculture,Control/Monitoring,Management,Post-invasion_management,High,,,,,no,Table 2. State expenditures (10^3 x $AU) on Queensland fruit fly,Andrew Hoskins/Liliana Ballesteros-Mejia,Yes
11788,IC_4.0_2169,SC4147,TC,Sutherst2000,"The vulnerability of Australian horticulture to the Queensland fruit fly, Bactrocera (Dacus) tryoni, under climate change",Robert W. Sutherst Ben S. Collyer and Tania Yonow,,2000,English,Peer-reviewed article,,Yes,Animalia,Arthropoda,Insecta,Diptera,Tephritidae,Bactrocera,Bactrocera tryoni,,Queensland fruit fly,Terrestrial,,,,other,,Y,Oceania,Australia,Queensland,Queensland,Site,1993,Year,1993,1993,1993.0,1993.0,Potentially ongoing,2663000.0,,,3072725.94493925,3441993.08161819,2663000.0,3072725.94493925,3441993.08161819,AUD,1993,Effective,Observed,Report/Estimation,Agriculture,Control/Monitoring,Management,Post-invasion_management,High,,,,,no,"Table 3. Growersí expenditure (10^3 x $AU) on Queensland fruit
fly by State, excluding minor costs from other States",Andrew Hoskins/Liliana Ballesteros-Mejia,Yes
11789,IC_4.0_2170,SC4148,TC,Sutherst2000,"The vulnerability of Australian horticulture to the Queensland fruit fly, Bactrocera (Dacus) tryoni, under climate change",Robert W. Sutherst Ben S. Collyer and Tania Yonow,,2000,English,Peer-reviewed article,,Yes,Animalia,Arthropoda,Insecta,Diptera,Tephritidae,Bactrocera,Bactrocera tryoni,,Queensland fruit fly,Terrestrial,,,,other,,Y,Oceania,Australia,New South Wales,New South Wales,Site,1993,Year,1993,1993,1993.0,1993.0,Potentially ongoing,4799000.0,,,5537368.31008767,6202825.68482376,4799000.0,5537368.31008767,6202825.68482376,AUD,1993,Effective,Observed,Report/Estimation,Agriculture,Control/Monitoring,Management,Post-invasion_management,High,,,,,no,"Table 3. Growersí expenditure (10^3 x $AU) on Queensland fruit
fly by State, excluding minor costs from other States",Andrew Hoskins/Liliana Ballesteros-Mejia,Yes
11790,IC_4.0_2171,SC4149,TC,Sutherst2000,"The vulnerability of Australian horticulture to the Queensland fruit fly, Bactrocera (Dacus) tryoni, under climate change",Robert W. Sutherst Ben S. Collyer and Tania Yonow,,2000,English,Peer-reviewed article,,Yes,Animalia,Arthropoda,Insecta,Diptera,Tephritidae,Bactrocera,Bactrocera tryoni,,Queensland fruit fly,Terrestrial,,,,other,,Y,Oceania,Australia,Victoria,Victoria,Site,1993,Year,1993,1993,1993.0,1993.0,Potentially ongoing,2187000.0,,,2523489.16319269,2826751.35918099,2187000.0,2523489.16319269,2826751.35918099,AUD,1993,Effective,Observed,Report/Estimation,Agriculture,Control/Monitoring,Management,Post-invasion_management,High,,,,,no,"Table 3. Growersí expenditure (10^3 x $AU) on Queensland fruit
fly by State, excluding minor costs from other States",Andrew Hoskins/Liliana Ballesteros-Mejia,Yes
11791,IC_4.0_2172,SC4150,TC,Sutherst2000,"The vulnerability of Australian horticulture to the Queensland fruit fly, Bactrocera (Dacus) tryoni, under climate change",Robert W. Sutherst Ben S. Collyer and Tania Yonow,,2000,English,Peer-reviewed article,,Yes,Animalia,Arthropoda,Insecta,Diptera,Tephritidae,Bactrocera,Bactrocera tryoni,,Queensland fruit fly,Terrestrial,,,,other,,Y,Oceania,Australia,South Australia,South Australia,Site,1993,Year,1993,1993,1993.0,1993.0,Potentially ongoing,2949000.0,,,3402729.55750126,3811655.12493129,2949000.0,3402729.55750126,3811655.12493129,AUD,1993,Effective,Observed,Report/Estimation,Agriculture,Control/Monitoring,Management,Post-invasion_management,High,,,,,no,"Table 3. Growersí expenditure (10^3 x $AU) on Queensland fruit
fly by State, excluding minor costs from other States",Andrew Hoskins/Liliana Ballesteros-Mejia,Yes
11792,IC_4.0_2173,SC4151,TC,Adkins2019,"Parthenium Weed: Biology, Ecology and Management",Stephen W Adkins;Asad Shabbir; Kunjithapatham Dhileepan,,2019,English,Book,"Similarly in Australia, by one estimation, parthenium weed has now spread over c.600,000km2 of pasture land (Anonymous, 2011), and parthenium weed on pasture land was estimated to cost AUS$16.8 million in lost beef production per annum in the 1970s (Chippendale and Panetta, 1994), with a predicted cost to Queensland beef producers set at AUS$69 million per annum in the 2000s (Adamson, 1996; Adamson and Bray, 1999). Adamson (1996) then estimated the cost to the beef industry by 2050 to be closer to AUS$110 million per annum, if the spread continues.",Yes,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Parthenium,Parthenium hysterophorus,,Parthenium weed,Terrestrial,,,,both,,Y,Oceania,Australia,Australia,Australia,Country,1970,Year,1970,1970,1970.0,1970.0,Potentially ongoing,16800000.0,,,118793839.497767,,16800000.0,118793839.497767,,AUD,1970,Effective,Observed,Report/Estimation,Agriculture,Damage-loss,Damage,,High,,,,,no,"AUS$16.8 million in lost beef production per annum in the 1970s (Chippendale and Panetta, 1994),",Andrew Hoskins/Liliana Ballesteros-Mejia,Yes
11793,IC_4.0_2174,SC4152,TC,Adkins2019,"Parthenium Weed: Biology, Ecology and Management",Stephen W Adkins;Asad Shabbir; Kunjithapatham Dhileepan,,2019,English,Book,"Similarly in Australia, by one estimation, parthenium weed has now spread over c.600,000km2 of pasture land (Anonymous, 2011), and parthenium weed on pasture land was estimated to cost AUS$16.8 million in lost beef production per annum in the 1970s (Chippendale and Panetta, 1994), with a predicted cost to Queensland beef producers set at AUS$69 million per annum in the 2000s (Adamson, 1996; Adamson and Bray, 1999). Adamson (1996) then estimated the cost to the beef industry by 2050 to be closer to AUS$110 million per annum, if the spread continues.",Yes,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Parthenium,Parthenium hysterophorus,,Parthenium weed,Terrestrial,,,,both,,Y,Oceania,Australia,Australia,Australia,Country,2000,Year,2000,2000,2000.0,2000.0,Potentially ongoing,69000000.0,,,56944068.7995608,74891856.99895,69000000.0,56944068.7995608,74891856.99895,AUD,2000,Effective,Observed,Report/Estimation,Agriculture,Damage-loss,Damage,,High,,,,,no,"with a predicted cost to Queensland beef producers set at AUS$69
million per annum in the 2000s (Adamson,
1996; Adamson and Bray, 1999). ",Andrew Hoskins,no
11794,IC_4.0_2175,SC4153,TC,Adkins2019,"Parthenium Weed: Biology, Ecology and Management",Stephen W Adkins;Asad Shabbir; Kunjithapatham Dhileepan,,2019,English,Book,"To combat the adversity of
parthenium weed infestation in the 1990s,
every year farmers had to spend money to:
(i) purchase extra forage (AUS$285,000);
(ii)  undertake chemical weed control
(AUS$1,441,280); and (iii) purchase extra
machinery (AUS$171,000) (Chippendale
and Panetta, 1994).",Yes,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Parthenium,Parthenium hysterophorus,,Parthenium weed,Terrestrial,,,,both,,Y,Oceania,Australia,Australia,Australia,Country,1990,Year,1990,1990,1990.0,1990.0,Potentially ongoing,285000.0,,,417366.334099271,391550.703241844,285000.0,417366.334099271,391550.703241844,AUD,1990,Effective,Observed,Report/Estimation,Agriculture,Damage-loss,Damage,,High,,,,,no,"To combat the adversity of parthenium weed infestation in the 1990s,
every year farmers had to spend money to:
(i) purchase extra forage (AUS$285,000);
(ii)  undertake chemical weed control
(AUS$1,441,280); and (iii) purchase extra
machinery (AUS$171,000) (Chippendale
and Panetta, 1994).",Andrew Hoskins/Liliana Ballesteros-Mejia,Yes
11795,IC_4.0_2176,SC4154,TC,Adkins2019,"Parthenium Weed: Biology, Ecology and Management",Stephen W Adkins;Asad Shabbir; Kunjithapatham Dhileepan,,2019,English,Book,"To combat the adversity of
parthenium weed infestation in the 1990s,
every year farmers had to spend money to:
(i) purchase extra forage (AUS$285,000);
(ii)  undertake chemical weed control
(AUS$1,441,280); and (iii) purchase extra
machinery (AUS$171,000) (Chippendale
and Panetta, 1994).",Yes,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Parthenium,Parthenium hysterophorus,,Parthenium weed,Terrestrial,,,,both,,Y,Oceania,Australia,Australia,Australia,Country,1990,Year,1990,1990,1990.0,1990.0,Potentially ongoing,1441280.0,,,2110672.80705473,1980119.99146809,1441280.0,2110672.80705473,1980119.99146809,AUD,1990,Effective,Observed,Report/Estimation,Agriculture,Control/Management,Management,Post-invasion_management,High,,,,,no,"To combat the adversity of parthenium weed infestation in the 1990s,
every year farmers had to spend money to:
(i) purchase extra forage (AUS$285,000);
(ii)  undertake chemical weed control
(AUS$1,441,280); and (iii) purchase extra
machinery (AUS$171,000) (Chippendale
and Panetta, 1994).",Andrew Hoskins/Liliana Ballesteros-Mejia,Yes
11796,IC_4.0_2177,SC4155,TC,Adkins2019,"Parthenium Weed: Biology, Ecology and Management",Stephen W Adkins;Asad Shabbir; Kunjithapatham Dhileepan,,2019,English,Book,"To combat the adversity of
parthenium weed infestation in the 1990s,
every year farmers had to spend money to:
(i) purchase extra forage (AUS$285,000);
(ii)  undertake chemical weed control
(AUS$1,441,280); and (iii) purchase extra
machinery (AUS$171,000) (Chippendale
and Panetta, 1994).",Yes,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Parthenium,Parthenium hysterophorus,,Parthenium weed,Terrestrial,,,,both,,Y,Oceania,Australia,Australia,Australia,Country,1990,Year,1990,1990,1990.0,1990.0,Potentially ongoing,171000.0,,,250419.800459563,234930.421945107,171000.0,250419.800459563,234930.421945107,AUD,1990,Effective,Observed,Report/Estimation,Agriculture,Control/Management,Management,Post-invasion_management,High,,,,,no,"To combat the adversity of parthenium weed infestation in the 1990s,
every year farmers had to spend money to:
(i) purchase extra forage (AUS$285,000);
(ii)  undertake chemical weed control
(AUS$1,441,280); and (iii) purchase extra
machinery (AUS$171,000) (Chippendale
and Panetta, 1994).",Andrew Hoskins/Liliana Ballesteros-Mejia,Yes
11797,IC_4.0_2178,SC4156,TC,Adkins2019,"Parthenium Weed: Biology, Ecology and Management",Stephen W Adkins;Asad Shabbir; Kunjithapatham Dhileepan,,2019,English,Book,"Estimated costs of parthenium weed to the Queensland farming and grazing industries range from AUD$22 million per annum (Department of the Environment and Heritage and the CRC for Australian Weed Management, 2003) to AUD$109 million per annum (Adamson, 1996)",Yes,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Parthenium,Parthenium hysterophorus,,Parthenium weed,Terrestrial,,,,both,,Y,Oceania,Australia,Australia,Australia,Country,2003,Period,1996,2003,1996.0,2003.0,Potentially ongoing,65500000.0,22000000.0,109000000,56603025.4353872,64462264.3479378,8187500.0,7075378.17942339,8057783.04349222,AUD,2003,Effective,Observed,Report/Estimation,Agriculture,Control/Management,Management,Post-invasion_management,High,,,,,no,"Estimated
costs of parthenium weed to the Queensland
farming and grazing industries range from
AUD$22 million per annum (Department of
the Environment and Heritage and the CRC
for Australian Weed Management, 2003) to
AUD$109 million per annum (Adamson,
1996)",Andrew Hoskins,no
11798,IC_4.0_2179,SC4157,TC,Chippendale1994,The cost of parthenium weed to the Queensland cattle industry,Chippendale J.F and Panetta F.D,,1994,English,Peer-reviewed article,,Yes,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Parthenium,Parthenium hysterophorus,,Parthenium weed,Terrestrial,,flood-prone pastures,4b,other,N,Y,Oceania,Australia,Queensland,Queensland,Site,1990,Period,1990,1991,1990.0,1991.0,Potentially ongoing,90000.0,,,131799.894978717,123647.590497424,45000.0,65899.9474893586,61823.7952487122,AUD,1990,Effective,Observed,Report/Estimation,Agriculture,Control/Management,Management,Post-invasion_management,High,,,,,no,,Andrew Hoskins,no
11799,IC_4.0_2180,SC4158,TC,Chippendale1994,The cost of parthenium weed to the Queensland cattle industry,Chippendale J.F and Panetta F.D,,1994,English,Peer-reviewed article,,Yes,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Parthenium,Parthenium hysterophorus,,Parthenium weed,Terrestrial,,flood-prone pastures,4b,other,N,Y,Oceania,Australia,Queensland,Queensland,Site,1990,Period,1990,1991,1990.0,1991.0,Potentially ongoing,296300.0,,,433914.543135488,407075.345159854,148150.0,216957.271567744,203537.672579927,AUD,1990,Effective,Observed,Report/Estimation,Agriculture,Control/Management,Management,Post-invasion_management,High,,,,,no,,Andrew Hoskins,no
11800,IC_4.0_2181,SC4159,TC,Chippendale1994,The cost of parthenium weed to the Queensland cattle industry,Chippendale J.F and Panetta F.D,,1994,English,Peer-reviewed article,,Yes,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Parthenium,Parthenium hysterophorus,,Parthenium weed,Terrestrial,,flood-prone pastures,4b,other,N,Y,Oceania,Australia,Queensland,Queensland,Site,1990,Year,1990,1991,1990.0,1991.0,One-time,348000.0,,,509626.260584373,478104.016590041,348000.0,509626.260584373,478104.016590041,AUD,1990,Effective,Observed,Report/Estimation,Agriculture,Control/Research,Management,Mixed,High,,,,,no,,Andrew Hoskins,no
11801,IC_4.0_2182,SC4160,TC,Chippendale1994,The cost of parthenium weed to the Queensland cattle industry,Chippendale J.F and Panetta F.D,,1994,English,Peer-reviewed article,,Yes,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Parthenium,Parthenium hysterophorus,,Parthenium weed,Terrestrial,,flood-prone pastures,4b,other,N,Y,Oceania,Australia,Queensland,Queensland,Site,1990,Period,1990,1991,1990.0,1991.0,Potentially ongoing,16552000.0,,,24239465.1298636,22740165.754593,8276000.0,12119732.5649318,11370082.8772965,AUD,1990,Effective,Observed,Report/Estimation,Agriculture,Control/Management,Management,Post-invasion_management,High,,,,,no,Table 4. Summary of revenus foregone and additional costs incurred as a result of the presence of parthenium during 1990/91,Andrew Hoskins,no
11802,IC_4.0_2183,SC4161,TC,Saunders2002,Observations on the impacts of rabbit haemorrhagic disease on agricultural production values in Australia,Glen Saunders; Barry Kay; Greg Mutze and David Choquenot,,2002,English,Peer-reviewed article,"Manson, A. (1998) Identifiction of public and private benefits from agricultural research, development and extensions: some preliminary results from a study of the Australia New Zealand Rabbit Calicivirus Program. Contributed papers to the 42nd annual conference of the Australian Agricultural and Resource Economics Society, Armidale, New South Wales. ",Yes,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Diverse/Unspecified,Diverse/Unspecified,,Rabbit,Terrestrial,,,,other,,Y,Oceania,Australia,Australia,Australia,Country,1998,Year,1998,1998,1998.0,1998.0,Potentially ongoing,111000000.0,,,104856401.87886,128365293.733874,111000000.0,104856401.87886,128365293.733874,AUD,1998,Effective,Observed,Extrapolation,Agriculture,Avoided costs,Damage,,High,,,,,no,"Modelled consequences of RHD: Under these modelled scenarios Ö wool producers Ö benefitted the most, by A$111 million a year",Andrew Hoskins,no
11803,IC_4.0_2184,SC4162,TC,Saunders2002,Observations on the impacts of rabbit haemorrhagic disease on agricultural production values in Australia,Glen Saunders; Barry Kay; Greg Mutze and David Choquenot,,2002,English,Peer-reviewed article,"Manson, A. (1998) Identifiction of public and private benefits from agricultural research, development and extensions: some preliminary results from a study of the Australia New Zealand Rabbit Calicivirus Program. Contributed papers to the 42nd annual conference of the Australian Agricultural and Resource Economics Society, Armidale, New South Wales. ",Yes,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Diverse/Unspecified,Diverse/Unspecified,,Rabbit,Terrestrial,,,,other,,Y,Oceania,Australia,Australia,Australia,Country,1998,Year,1998,1998,1998.0,1998.0,Potentially ongoing,50000000.0,,,47232613.458946,57822204.3846277,50000000.0,47232613.458946,57822204.3846277,AUD,1998,Effective,Observed,Extrapolation,Agriculture,Avoided costs,Damage,,High,,,,,no,Mansons 1998 modelling suggests that wheat and sheep producers gained more than $50 million a year from the release of the disease ,Andrew Hoskins,no
11804,IC_4.0_2185,SC4163,TC,Saunders2002,Observations on the impacts of rabbit haemorrhagic disease on agricultural production values in Australia,Glen Saunders; Barry Kay; Greg Mutze and David Choquenot,,2002,English,Peer-reviewed article,,Yes,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Diverse/Unspecified,Diverse/Unspecified,,Rabbit,Terrestrial,,,,other,,Y,Oceania,Australia,New South Wales,Euchareena,Unit (1 ha),1998,Year,1998,1998,1998.0,1998.0,Potentially ongoing,16.075,24.73,7.42,19.6589382934719,19.1447805392013,16.075,19.6589382934719,19.1447805392013,AUD,1996,Effective,Observed,Report/Estimation,Agriculture,Avoided costs,Damage,,High,,,,,no,,Andrew Hoskins,no
11805,IC_4.0_2186,SC4164,TC,Saunders2002,Observations on the impacts of rabbit haemorrhagic disease on agricultural production values in Australia,Glen Saunders; Barry Kay; Greg Mutze and David Choquenot,,2002,English,Peer-reviewed article,,Yes,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Diverse/Unspecified,Diverse/Unspecified,,Rabbit,Terrestrial,,,,other,,Y,Oceania,Australia,New South Wales,New South Wales,Site,1998,Period,1996,1999,1996.0,1999.0,Potentially ongoing,1200000.0,,,1467541.2722965,1429159.35595904,300000.0,366885.318074126,357289.83898976,AUD,1996,Effective,Observed,Report/Estimation,Agriculture,Avoided costs,Damage,,High,,,,,no,"Calculating from similar 4-year periods before and after RHD, approximately $1.2 million per year have been saved in the cost of poisoning programs since the advent of RHD",Andrew Hoskins,no
